ISBN,AvgBookRating,NumberOfRating,BookTitle,BookAuthor,YearOfPublication,Publisher,new_score
0425153975,2.773913043478261,115,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group,1.5207686877049154
0451166582,4.050632911392405,79,The Eyes of the Dragon,Stephen King,2001,Signet Book,1.839890294767277
0670030643,3.1052631578947367,95,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books,1.6125833682337005
0142001805,3.3333333333333335,171,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books,1.7062901673653392
0553802488,2.9322033898305087,59,The Face,DEAN KOONTZ,2003,Bantam,1.5658801906688589
0553578022,3.058333333333333,120,The Face of Deception,Iris Johansen,1999,Bantam Books,1.6045707923194055
0061092886,3.0517241379310347,58,The Fallen Man (Joe Leaphorn Novels),Tony Hillerman,1997,HarperTorch,1.5908006452628274
037570910X,2.7758620689655173,58,The Feast of Love (Vintage Contemporaries (Paperback)),Charles Baxter,2001,Vintage Books USA,1.5333057371188974
0345339703,4.505836575875486,257,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,2.183054054445326
034540761X,2.2637362637362637,91,The Final Judgment,Richard North Patterson,1997,Ballantine Books,1.3907717058609579
0812550307,2.764705882352941,51,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy,1.5334892292981828
044021145X,3.0756143667296785,529,The Firm,John Grisham,1992,Bantam Dell Publishing Group,1.6644794497879458
044661064X,2.382978723404255,94,The First Counsel,Brad Meltzer,2001,Warner Vision,1.4199173350779788
0061097853,3.696969696969697,66,The First Eagle (Jim Chee Novels),Tony Hillerman,1999,HarperTorch,1.7366758650886187
0345435796,2.6184210526315788,76,The First Horseman,John Case,1999,Ballantine Books,1.4905119182767723
0743407067,2.6607142857142856,56,The First Time,Joy Fielding,2001,Pocket Star,1.5104079766540872
0671002481,1.7333333333333334,90,The First Wives Club Movie Tie In,Olivia Goldsmith,1996,Pocket,1.2532332327244293
0786868716,4.543325526932084,427,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,2.287891782868863
0553377868,3.506849315068493,73,The Flanders Panel,ARTURO PEREZ-REVERTE,1996,Bantam,1.7011282705011608
0425155722,2.081967213114754,61,The Fool's Run,John Sandford,2004,Berkley Publishing Group,1.3837488951451962
0743454146,4.0,52,The Footprints of God : A Novel,Greg Iles,2004,Pocket Star,1.7755033026680151
0451454243,2.5846153846153848,65,The Forest House,Marion Zimmer Bradley,1995,Roc,1.4888279878669437
0380730847,2.575221238938053,113,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,2002,Avon,1.4635409226342277
0451191153,4.10126582278481,79,The Fountainhead,Ayn Rand,1996,New American Library,1.8522928362034838
1878424319,3.4962406015037595,133,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing,1.7423729311234752
0345449347,3.0821917808219177,73,The Fourth Hand,John Irving,2002,Ballantine Books,1.6011733545074442
1573229385,2.150943396226415,53,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books,1.4110246356763558
0425142485,2.077777777777778,90,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group,1.3431308126969435
0446679364,3.28,75,The Future Homemakers of America,Laurie Graham,2002,Warner Books,1.6488834491539188
0446364800,2.4651162790697674,129,The General's Daughter,Nelson DeMille,1993,Warner Books,1.4246572432999465
0345422317,2.066666666666667,105,The Genesis Code,John Case,1998,Ballantine Books,1.3240324168455653
0440224853,2.5375,80,The Ghost,Danielle Steel,1998,Dell Publishing Company,1.4686554666935288
0440221315,2.411764705882353,85,The Gift,DANIELLE STEEL,1996,Dell,1.4338726467676983
0671042858,3.135514018691589,214,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket,1.6471516151497123
0684867621,3.6186440677966103,118,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner,1.7693926294322295
0140293248,3.106267029972752,367,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,1.6583476887711308
0440219078,4.915730337078652,178,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,2.2544149455339926
0440221595,3.075862068965517,145,The Glass Lake,Maeve Binchy,1996,Dell,1.6143404845006462
0679457313,3.253968253968254,63,The God of Small Things,Arundhati Roy,1997,Random House Inc,1.6359755429185376
0451167716,5.518518518518518,54,The Godfather,Mario Puzo,2004,Signet Book,2.0842080043524334
0446360856,2.24,75,The Gold Coast,Nelson DeMille,1991,Warner Books,1.4006996383408952
0345413350,3.860606060606061,165,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1997,Del Rey,1.8813369685030035
0671510126,3.381818181818182,55,The Good Earth (Enriched Classics),Pearl S. Buck,1994,Pocket,1.6569450372186127
0140042393,3.675324675324675,77,The Grapes of Wrath,John Steinbeck,1976,Penguin USA,1.7456141511476195
0142000663,5.103448275862069,58,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books,2.0184190245833054
0684801523,4.553072625698324,179,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,2.1304615058631193
0812517725,3.1538461538461537,65,"The Great Hunt (The Wheel of Time, Book 2)",Robert Jordan,1991,Tor Fantasy,1.6149590060998817
0375502025,2.6875,64,The Greatest Generation,TOM BROKAW,1998,Random House,1.5120717903286267
0671041789,3.643835616438356,219,The Green Mile,Stephen King,1999,Pocket,1.8353939536924084
0451190572,3.1343283582089554,67,The Green Mile: Coffey on the Mile (Green Mile Series),Stephen King,1996,Signet Book,1.6113540524564784
0451190548,3.898550724637681,69,The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,1996,Signet Book,1.786790588099302
0451190564,3.484848484848485,66,The Green Mile: Night Journey (Green Mile Series),Stephen King,1996,Signet Book,1.6892932003982033
0451190556,3.4603174603174605,63,The Green Mile: The Bad Death of Eduard Delacroix (Green Mile Series),Stephen King,1996,Signet Book,1.6809453849985148
0451190521,3.5694444444444446,72,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,Signet Book,1.714798914200822
0553574663,2.8095238095238093,84,The Grilling Season,Diane Mott Davidson,1998,Bantam Books,1.5350352267521812
0446613436,3.0,82,The Guardian,Nicholas Sparks,2004,Warner Books,1.582890390376091
0451160525,3.189189189189189,148,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,1.6514419613443752
0449227545,1.5757575757575757,66,The Hammer of Eden: A Novel,Ken Follett,1999,Fawcett Books,1.262849218184464
0449212602,3.4542124542124544,273,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,1.7818815044996958
038549081X,4.117647058823529,136,The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor,1.9382071539692631
0451403703,2.7966101694915255,59,The Hangman's Beautiful Daughter,Sharyn McCrumb,1993,Onyx Books,1.5373558580006759
0451204891,3.272727272727273,55,The Hearing,John Lescroart,2002,Signet Book,1.6348615568604958
0553269631,2.175438596491228,57,The Heart Is a Lonely Hunter,CARSON MCCULLERS,1983,Bantam,1.4096694439634032
0553380095,3.3132530120481927,83,The Heart of a Woman,Maya Angelou,1997,Bantam,1.6616334696969366
0345391802,4.172413793103448,145,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,1.9655457283243838
0345339681,5.00711743772242,281,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey,2.3972978503800624
0618002219,5.014285714285714,70,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999,Houghton Mifflin Company,2.0454592241460623
0449223795,1.5925925925925926,54,The Homing,John Saul,1995,Fawcett Books,1.2975038253963198
0446675059,3.2950819672131146,122,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books,1.6756891594054861
0440222656,2.4833333333333334,420,The Horse Whisperer,Nicholas Evans,1996,Dell,1.3963203239223254
0345387554,2.3137254901960786,51,The Horse You Came In On,Martha Grimes,1996,Ballantine Books,1.445955015129035
0385479565,2.9384615384615387,195,The Hot Zone,Richard Preston,1995,Anchor,1.5736279223638472
0312243022,3.66,150,The Hours : A Novel,Michael Cunningham,2000,Picador,1.804711577162067
0312305060,3.3469387755102042,294,The Hours: A Novel,Michael Cunningham,2002,Picador,1.7446182541778819
0425132951,1.8018867924528301,106,The House of Thunder,Dean R. Koontz,1993,Berkley Publishing Group,1.2485361180440038
0553273914,3.308641975308642,162,The House of the Spirits,Isabel Allende,1986,Bantam Books,1.6949153636981575
0679734775,3.8016528925619837,121,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage,1.8261878495162582
0375726349,3.3582089552238807,67,The Human Stain : A Novel,PHILIP ROTH,2001,Vintage,1.66176050430788
0399141146,2.891566265060241,83,The Hundred Secret Senses,Amy Tan,1995,Putnam Pub Group,1.5557910518497005
0425120279,2.451219512195122,82,The Hunt for Red October,Tom Clancy,1990,Berkley Publishing Group,1.4459643242341946
0425133516,2.4342105263157894,76,The Hunt for Red October (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,1.4462568155978193
0553278002,1.4754098360655739,61,The Icarus Agenda,Robert Ludlum,1989,Bantam Books,1.2538281750465528
0375760911,3.3125,112,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,1.6764314768733082
0380600129,2.6666666666666665,81,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,1.5001042917257426
0842329285,3.9298245614035086,57,The Indwelling: The Beast Takes Possession (Left Behind #7),Tim Lahaye,2000,Tyndale House Publishers,1.7718580747849741
0316602051,2.7610619469026547,113,The Jester,James Patterson,2003,"Little, Brown",1.5173188293970992
0804106304,3.0635838150289016,519,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),1.6579585126998717
0515119644,2.2941176470588234,68,The Judge,Steven Paul Martini,1996,Jove Books,1.421064025333112
0515132136,2.2857142857142856,84,The Jury,Steve Martini,2002,Jove Books,1.4027889069783124
140003180X,3.293103448275862,58,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),ALEXANDER MCCALL SMITH,2004,Anchor,1.641108689888766
0425147517,2.066666666666667,105,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group,1.3240324168455653
0345348109,3.0277777777777777,108,The Killer Angels,Michael Shaara,1993,Ballantine Books,1.5937748781095846
0553581554,2.0080645161290325,124,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books,1.2891683244209453
0385508042,3.142857142857143,210,The King of Torts,John Grisham,2003,Doubleday Books,1.6491083186519997
044023669X,1.9863013698630136,73,The Kiss,Danielle Steel,2002,Dell Publishing Company,1.3432251842010785
080410753X,2.8754578754578755,273,The Kitchen God's Wife,Amy Tan,1992,Ivy Books,1.5550166758788901
0345441265,3.278688524590164,61,The Ladies Auxiliary (Ballantine Reader's Circle),Tova Mirvis,2000,Ballantine Books,1.6400789645290064
0316603287,3.3085106382978724,94,The Lake House,James Patterson,2003,"Little, Brown",1.666473034360901
0345450892,3.4313725490196076,51,The Lake of Dead Languages (Ballantine Reader's Circle),Carol Goodman,2003,Ballantine Books,1.6628876328525752
0345412214,1.9807692307692308,52,The Last Don,MARIO PUZO,1997,Ballantine Books,1.3792893427005652
0385510438,4.654867256637168,113,The Last Juror,John Grisham,2004,Doubleday,2.0653413078377882
0425180638,2.790909090909091,220,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group,1.5210219497426969
055357258X,3.6285714285714286,70,The Last Suppers,DIANE MOTT DAVIDSON,1995,Crimeline,1.7262606862682859
0316781142,3.790909090909091,110,The Last Time They Met : A Novel,Anita Shreve,2001,"Little, Brown",1.8123322510104092
0441000916,4.515625,64,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1994,Ace Books,1.9138328956546387
0446604402,1.423529411764706,85,The Laws of Our Fathers,Scott Turow,1997,Warner Books,1.1829325284021597
0441478123,2.3134328358208953,67,The Left Hand of Darkness (Remembering Tomorrow),Ursula K. Le Guin,1991,ACE Charter,1.4265303956680055
0380817446,1.169811320754717,53,The Legend of Bagger Vance,Steven Pressfield,2000,HarperTorch,1.2164499366779915
0140179836,2.8679245283018866,106,The Liar's Club: A Memoir,Mary Karr,1998,Penguin USA (Paper),1.5485018652274638
0440213029,2.580246913580247,81,The Lilac Bus: Stories,Maeve Binchy,1992,Dell,1.47867167780121
0446608262,3.438202247191011,89,The Lion's Game,Nelson DeMille,2000,Warner Books,1.6974691738091552
0064471047,4.6923076923076925,78,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,1994,HarperCollins,1.9943233569028642
0515121495,2.1343283582089554,67,The List,Steven Paul Martini,1997,Jove Books,1.3862052341868842
0679439382,2.2873563218390807,87,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,1.400470359101257
0156528207,5.7974683544303796,79,The Little Prince,Antoine de Saint-Exup̩ry,1968,Harcourt,2.2677779743164157
0440224837,2.3461538461538463,78,The Long Road Home,Danielle Steel,1999,Dell Publishing Company,1.423274986212574
0440224624,2.354285714285714,175,The Loop,Nicholas Evans,1999,Dell Publishing Company,1.3719153551748096
038531700X,2.873015873015873,63,The Loop: A Novel,Nicholas Evans,1998,Delacorte Press,1.5529542960016567
0618129022,5.516129032258065,62,The Lord of the Rings (Movie Art Cover),J.R.R. Tolkien,2001,Houghton Mifflin Company,2.1241749872000186
1558745157,3.8523489932885906,149,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,1.8663085153448538
0060920084,4.08955223880597,67,The Lost Continent: Travels in Small-Town America,Bill Bryson,1990,Perennial,1.826421580355792
034540288X,2.8152610441767068,249,The Lost World,Michael Crichton,1996,Ballantine Books,1.5306346272770914
0679419462,3.0128205128205128,78,The Lost World: A Novel,Michael Crichton,1995,Alfred A. Knopf,1.5855400970098148
0671867172,2.6029411764705883,136,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket,1.4649997501837893
0671867164,1.421875,64,The Lottery Winner: Alvirah and Willy Stories,Mary Higgins Clark,1994,Simon &amp; Schuster,1.2339294866413875
0316168815,3.7311827956989245,93,The Lovely Bones,Alice Sebold,2004,Back Bay Books,1.7779820344619928
0316666343,4.468725868725869,1295,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",2.4364983255772996
0380792745,3.370967741935484,62,The Lust Lizard of Melancholy Cove,Christopher Moore,2000,Perennial,1.6606631483882994
0373483899,2.2142857142857144,56,The Macgregors: Alan - Grant (The Macgregors),Nora Roberts,1999,Silhouette,1.4191347828335088
0345423135,2.811320754716981,53,The Magic Circle,Katherine Neville,1999,Ballantine Books,1.5419883753867933
0380756293,2.888888888888889,54,The Magic of You (Malory Novels (Paperback)),Johanna Lindsey,1993,Avon,1.5572646392025837
0064471101,4.82089552238806,67,The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins,1.9910826564037043
0553574639,3.283582089552239,67,The Main Corpse (Culinary Mysteries (Paperback)),Diane Mott Davidson,1997,Bantam Books,1.6449583536907462
0553260960,2.155844155844156,77,"The Mammoth Hunters (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1986,Bantam Books,1.3781606767443948
0553280945,3.3974358974358974,78,The Mammoth Hunters (Earth's Children (Paperback)),JEAN M. AUEL,1986,Bantam,1.6791545840082231
0553582801,3.019230769230769,52,The Man Who Ate the 747,Ben Sherwood,2002,Bantam Books,1.5830565221123964
0385720114,2.1538461538461537,52,The Map of Love,Ahdaf Soueif,2000,Anchor Books/Doubleday,1.4132505392692039
0842332251,4.456140350877193,57,The Mark: The Beast Rules the World (Left Behind #8),Tim LaHaye,2000,Tyndale House Publishers,1.880514664031445
0553278223,3.9692307692307693,65,The Martian Chronicles,RAY BRADBURY,1984,Spectra,1.7956331673524684
0425127583,2.0689655172413794,58,The Mask,Dean R. Koontz,1989,Berkley Publishing Group,1.3859750350000772
0515122491,2.9047619047619047,63,The Maze,Catherine Coulter,1998,Jove Books,1.55987273324473
0446606383,2.2795698924731185,93,The Midnight Club,James Patterson,1999,Warner Vision,1.393212393525217
0446611921,3.267605633802817,71,The Millionaires,Brad Meltzer,2002,Warner Vision,1.643685357940258
0375719180,3.220779220779221,77,The Miracle Life of Edgar Mint: A Novel,Brady Udall,2002,Vintage Books USA,1.6356921716252875
0385482388,3.825,80,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,Anchor Books/Doubleday,1.7860064547141112
0345350499,3.9613259668508287,181,The Mists of Avalon,MARION ZIMMER BRADLEY,1987,Del Rey,1.9274425400372464
0380619458,2.1666666666666665,54,The Mosquito Coast,Paul Theroux,1990,Harper Mass Market Paperbacks (Mm),1.412540757224808
0670878847,1.8676470588235294,68,The Most Wanted,Jacquelyn Mitchard,1998,Viking Books,1.3242969681910182
0765341972,2.589041095890411,73,The Mothman Prophecies,John A. Keel,2002,Tor Books,1.4850966778695796
0743437640,3.072,125,The Mulberry Tree,Jude Deveraux,2003,Pocket,1.6095562631494587
0345369947,3.356060606060606,132,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,1.6985216444685922
0345413903,2.988826815642458,179,The Murder Book,Jonathan Kellerman,2003,Ballantine Books,1.58990987297922
0312291639,3.440677966101695,354,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,1.796043798605341
0553578693,2.2828947368421053,152,The Next Accident,LISA GARDNER,2002,Bantam,1.357019933582599
0821769367,2.4375,64,The Night Before,Lisa Jackson,2003,Zebra Books,1.4571301007113941
0425163385,2.9342105263157894,76,The Night Crew,John Sandford,2004,Berkley Publishing Group,1.5663778085835482
1400031346,3.7264150943396226,106,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK),1.7900672014548522
1400034779,3.417633410672854,431,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor,1.8014368881926097
0446676098,3.772727272727273,66,The Notebook,Nicholas Sparks,1999,Warner Books,1.7535982453351957
0441627404,3.1506849315068495,73,The Once and Future King,T. H. White,1987,Ace Books,1.617295115151592
044900371X,3.5060240963855422,83,The Orchid Thief (Ballantine Reader's Circle),Susan Orlean,2000,Ballantine Books,1.7100185749985304
0743227441,4.756410256410256,156,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone,2.1694225854360396
0553576798,2.9240506329113924,79,The Other Daughter,LISA GARDNER,1999,Bantam,1.563933747811673
0345300203,1.7678571428571428,56,The Outside Man,Richard North Patterson,1995,Ballantine Books,1.3278615890129304
0440967694,3.7027027027027026,74,The Outsiders,S. E. Hinton,1993,Learning Curve,1.748498529751988
014038572X,4.46067415730337,89,The Outsiders (Now in Speak!),S. E. Hinton,1997,Puffin Books,1.9629116460112317
0688170528,4.253012048192771,83,The Pact: A Love Story,Jodi Picoult,1999,Quill,1.8975108580422058
0440224764,3.160458452722063,349,The Partner,John Grisham,1998,Dell Publishing Company,1.67850957410906
0142001821,3.343283582089552,67,The Passion of Artemisia,Susan Vreeland,2002,Penguin Books,1.6584000741844533
0553580388,2.2459016393442623,61,The Patient,Michael Palmer,2001,Bantam Books,1.4188626032799647
0385421982,3.392857142857143,56,The Pelican Brief,JOHN GRISHAM,1992,Doubleday,1.6600960145198362
0515134368,1.8524590163934427,61,The Penwyth Curse,Catherine Coulter,2004,Jove Books,1.3345897037565204
0553576801,2.952830188679245,106,The Perfect Husband,LISA GARDNER,1997,Bantam,1.572392942436766
006101351X,2.392857142857143,364,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch,1.3588151108389328
039304016X,3.1206896551724137,58,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company,1.6051743722988097
0553584049,2.5076923076923077,65,The Perfect Summer,Luanne Rice,2003,Bantam Books,1.4717832556733035
0671027344,5.194174757281553,103,The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV,2.194856052650269
0312147015,2.9466666666666668,75,The Persian Pickle Club,Sandra Dallas,1996,St. Martin's Griffin,1.5693373559446167
0394820371,4.203389830508475,118,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,1.941765268146753
1400030382,2.830508474576271,59,The Piano Tuner : A Novel,DANIEL MASON,2003,Vintage,1.5444869411677216
0451166892,3.2017543859649122,228,The Pillars of the Earth,Ken Follett,1996,Signet Book,1.674306342718306
0316788228,3.4434782608695653,115,The Pilot's Wife,Anita Shreve,2001,"Little, Brown",1.7159923320218269
0316601950,3.5933098591549295,568,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,1.9038276531493628
0316789089,3.652173913043478,138,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",1.7941851835751037
0553289411,2.5467625899280577,139,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991,Bantam,1.4465643747977386
0446610550,1.6666666666666667,78,The Playboy,Carly Phillips,2003,Warner Forever,1.2578893925153862
0446602612,3.0253164556962027,79,The Poet,Michael Connelly,1997,Warner Books,1.5887388306840868
0060512822,2.9893617021276597,94,The Poisonwood Bible,Barbara Kingsolver,2003,HarperTorch,1.5814538277116177
0060930535,3.6093117408906883,494,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial,1.8974580872560511
0553278746,2.935483870967742,62,The Postman (Bantam Classics),David Brin,1990,Spectra Books,1.5665667600581008
1576737330,3.2222222222222223,99,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,2000,Multnomah,1.6454976063269435
0449002411,3.25,56,The Presence,John Saul,1998,Ballantine Books,1.6308885924972507
0553268880,2.260377358490566,265,The Prince of Tides,Pat Conroy,1987,Bantam Books,1.3153136302260966
0345348036,3.8698224852071004,169,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey,1.887354784356569
0380814021,3.127450980392157,102,The Princess Diaries,Meg Cabot,2001,HarperTrophy,1.6204584571612843
0060175966,4.775862068965517,58,The Professor and the Madman,Simon Winchester,1998,HarperCollins Publishers,1.9501438211623885
006099486X,3.7477477477477477,111,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",Simon Winchester,1999,Perennial,1.8009468893433003
0440237262,2.606060606060606,66,The Program,Stephen White,2002,Dell Publishing Company,1.4929935895379105
0312978367,2.817073170731707,82,The Prometheus Deception,Robert Ludlum,2001,St. Martin's Press,1.537248368328792
0440170796,1.9230769230769231,52,The Promise,Danielle Steel,1978,Dell,1.3679689438443523
0515120898,2.8550724637681157,69,The Pull of the Moon,Elizabeth Berg,1997,Jove Books,1.5482144130610649
0310205719,3.5949367088607596,79,The Purpose-Driven Life: What on Earth Am I Here For?,Rick Warren,2002,Zondervan Publishing Company,1.7282674218414147
0345351525,2.717948717948718,273,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,1.493274982013734
0743246071,2.9272727272727272,55,The Queen's Fool : A Novel,Philippa Gregory,2004,Touchstone,1.564930535726458
0451180429,2.717948717948718,78,The Quiet Game,Greg Iles,2000,Signet Book,1.5137689903110352
044022165X,2.6580310880829017,386,The Rainmaker,JOHN GRISHAM,1996,Dell,1.4705600877284304
0440224780,2.3684210526315788,76,The Ranch,DANIELLE STEEL,1998,Dell,1.4304514217839077
0425162443,2.739795918367347,196,The Rapture of Canaan,Sheri Reynolds,1997,Berkley Publishing Group,1.5029572906015771
0375707972,2.9519774011299433,354,The Reader,Bernhard Schlink,1999,Vintage Books USA,1.5923352576937093
0312195516,4.334716459197787,723,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,2.2761563785912107
051512608X,1.813953488372093,129,The Reef,Nora Roberts,1999,Jove Books,1.225484683390514
0525941908,3.573529411764706,68,The Regulators,Richard Bachman,1996,Dutton Books,1.7113651967593937
0679731725,2.823529411764706,102,The Remains of the Day (Vintage International),Kazuo Ishiguro,1993,Vintage Books USA,1.5364006230373322
0842332278,3.1206896551724137,58,The Remnant: On the Brink of Armageddon (Left Behind No. 10),Tim LaHaye,2002,Tyndale House Publishers,1.6051743722988097
0064407675,3.673076923076923,104,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins,1.773227972882211
0446610399,3.3846153846153846,195,The Rescue,Nicholas Sparks,2001,Warner Books,1.7322366966208702
0345391810,4.203389830508475,59,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books,1.8332958094330736
0440224594,2.1068702290076335,131,The Return Journey,MAEVE BINCHY,1999,Dell,1.313600426520232
0380702843,3.25,56,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy,1.6308885924972507
0345339738,4.184971098265896,173,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986,Del Rey,1.997843896623181
0449005836,1.8717948717948718,78,The Right Hand of Evil,John Saul,2000,Ballantine Books,1.3078171189145371
0440173922,1.4705882352941178,51,The Ring,Danielle Steel,1983,Dell,1.2823040929867149
0399145990,3.185185185185185,54,The River King,Alice Hoffman,2000,Putnam Publishing Group,1.6166385395011582
0679724362,2.8703703703703702,54,The Road from Coorain,Jill Ker Conway,1990,Vintage Books USA,1.5535537704339228
0553560441,1.507936507936508,63,The Road to Omaha,Robert Ludlum,1993,Bantam Books,1.2554614945495004
0553569058,1.7272727272727273,99,The Robber Bride,Margaret Atwood,1995,Bantam,1.2375996176370705
0451184718,2.328767123287671,73,The Rosewood Casket,Sharyn McCrumb,1997,Signet Book,1.4238339874218178
0385337116,3.704225352112676,71,The Rule of Four,Ian Caldwell,2004,Dial Books,1.745000461388274
0385472943,2.988372093023256,86,The Runaway Jury,JOHN GRISHAM,1996,Doubleday,1.5803891623145785
0312144075,3.176470588235294,102,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin,1.6340161723425672
0446356832,1.0119047619047619,84,The Sands of Time,Sidney Sheldon,1989,Warner Books,1.0811899020736764
0061097101,2.835616438356164,219,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,1.5374984016709663
0060505885,2.621212121212121,66,The Scandalous Summer of Sissy LeBlanc : A Novel,Loraine Despres,2002,Perennial,1.4963780655872259
0553210092,3.2065217391304346,92,The Scarlet Letter,NATHANIEL HAWTHORNE,1965,Bantam,1.638520308645379
0553566032,1.6226415094339623,53,The Scorpio Illusion,Robert Ludlum,1994,Bantam Books,1.306253643908006
0515129933,2.08955223880597,67,The Scottish Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001,Jove Books,1.3761239438166037
0553582127,2.847826086956522,138,The Search,Iris Johansen,2001,Bantam Books,1.5414526202358507
0385729340,3.53125,64,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers,1.697499992786786
0743206061,2.8947368421052633,57,The Second Time Around : A Novel,Mary Higgins Clark,2003,Simon &amp; Schuster,1.5581667826002474
0671744216,4.327586206896552,58,The Secret,Julie Garwood,1992,Pocket,1.8567145954285027
0413537900,3.8484848484848486,66,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982,Methuen Publishing Ltd,1.7705206255817727
0670032379,5.0701754385964914,57,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books,2.007280684818995
0425121259,2.7934782608695654,92,The Servants of Twilight,Dean R. Koontz,1996,Berkley Publishing Group,1.529592380602348
0312961324,2.984375,64,The Shell Seekers (Shell Seekers),Rosamunde Pilcher,1997,St. Martin's Press,1.5773150467490902
